InventoryId,StoreId,ProductId,SnapshotDate,QuantityOnHand,ReorderThreshold
I01327,S011,P058,2026-04-01,46,40
I01328,S011,P056,2026-04-01,49,15
I01329,S011,P019,2026-04-01,104,20
I01330,S011,P029,2026-04-01,27,40
I01331,S012,P041,2026-04-01,87,15
I01332,S012,P011,2026-04-01,61,15
I01333,S012,P006,2026-04-01,102,20
I01334,S012,P019,2026-04-01,14,15
I01335,S012,P058,2026-04-01,84,40
I01336,S012,P025,2026-04-01,25,5
I01337,S012,P008,2026-04-01,116,40
I01338,S012,P018,2026-04-01,102,30
I01339,S012,P005,2026-04-01,35,5
I01340,S012,P022,2026-04-01,31,40
I01341,S012,P002,2026-04-01,135,15
I01342,S012,P038,2026-04-01,63,15
I01343,S012,P016,2026-04-01,115,25
I01344,S012,P031,2026-04-01,121,25
I01345,S012,P032,2026-04-01,105,30
I01346,S012,P044,2026-04-01,48,5
I01347,S012,P007,2026-04-01,82,5
I01348,S012,P001,2026-04-01,92,40
I01349,S012,P004,2026-04-01,11,40
I01350,S012,P053,2026-04-01,83,30
I01351,S012,P043,2026-04-01,113,10
I01352,S012,P049,2026-04-01,124,20
I01353,S012,P003,2026-04-01,20,15
I01354,S012,P045,2026-04-01,109,20
I01355,S012,P014,2026-04-01,25,30
I01356,S012,P034,2026-04-01,98,15
I01357,S012,P040,2026-04-01,49,30
I01358,S012,P055,2026-04-01,36,40
I01359,S012,P060,2026-04-01,133,25
I01360,S012,P030,2026-04-01,129,5
I01361,S012,P048,2026-04-01,32,20
I01362,S012,P047,2026-04-01,22,15
I01363,S012,P033,2026-04-01,140,40
I01364,S012,P059,2026-04-01,119,10
I01365,S012,P020,2026-04-01,114,5
I01366,S012,P036,2026-04-01,123,30
I01367,S012,P027,2026-04-01,138,10
I01368,S012,P012,2026-04-01,62,10
I01369,S001,P011,2026-04-30,29,15
I01370,S001,P049,2026-04-30,22,5
I01371,S001,P043,2026-04-30,22,15
I01372,S001,P045,2026-04-30,48,30
I01373,S001,P006,2026-04-30,29,25
I01374,S001,P007,2026-04-30,94,10
I01375,S001,P028,2026-04-30,80,20
I01376,S001,P046,2026-04-30,0,15
I01377,S001,P002,2026-04-30,15,25
I01378,S001,P060,2026-04-30,137,10
I01379,S001,P021,2026-04-30,99,20
I01380,S001,P025,2026-04-30,81,40
I01381,S001,P018,2026-04-30,93,40
I01382,S001,P015,2026-04-30,32,25
I01383,S001,P017,2026-04-30,56,5
I01384,S001,P058,2026-04-30,101,5
I01385,S001,P031,2026-04-30,137,40
I01386,S001,P057,2026-04-30,117,15
I01387,S001,P008,2026-04-30,37,40
I01388,S001,P009,2026-04-30,75,40
I01389,S001,P035,2026-04-30,56,20
I01390,S001,P032,2026-04-30,116,10
I01391,S001,P056,2026-04-30,72,10
I01392,S001,P022,2026-04-30,8,25
I01393,S001,P047,2026-04-30,81,15
I01394,S001,P005,2026-04-30,128,30
I01395,S001,P037,2026-04-30,31,15
I01396,S001,P059,2026-04-30,122,30
I01397,S001,P033,2026-04-30,55,20
I01398,S001,P050,2026-04-30,74,30
I01399,S001,P044,2026-04-30,96,5
I01400,S001,P026,2026-04-30,85,10
I01401,S001,P048,2026-04-30,53,40
I01402,S001,P014,2026-04-30,57,30
I01403,S001,P029,2026-04-30,13,40
I01404,S001,P042,2026-04-30,45,40
I01405,S001,P039,2026-04-30,124,30
I01406,S001,P041,2026-04-30,100,15
I01407,S002,P053,2026-04-30,2,15
I01408,S002,P043,2026-04-30,26,30
I01409,S002,P055,2026-04-30,37,20
I01410,S002,P011,2026-04-30,109,30
I01411,S002,P002,2026-04-30,43,5
I01412,S002,P036,2026-04-30,24,15
I01413,S002,P026,2026-04-30,121,10
I01414,S002,P022,2026-04-30,13,5
I01415,S002,P028,2026-04-30,131,30
I01416,S002,P044,2026-04-30,86,25
I01417,S002,P031,2026-04-30,111,10
I01418,S002,P023,2026-04-30,103,10
I01419,S002,P054,2026-04-30,8,5
I01420,S002,P048,2026-04-30,61,20
I01421,S002,P005,2026-04-30,125,15
I01422,S002,P034,2026-04-30,44,30
I01423,S002,P019,2026-04-30,96,40
I01424,S002,P051,2026-04-30,22,40
I01425,S002,P013,2026-04-30,118,40
I01426,S002,P058,2026-04-30,97,15
I01427,S002,P047,2026-04-30,113,15
I01428,S002,P007,2026-04-30,2,5
I01429,S002,P009,2026-04-30,29,5
I01430,S002,P021,2026-04-30,31,20
I01431,S002,P004,2026-04-30,130,10
I01432,S002,P020,2026-04-30,5,25
I01433,S002,P030,2026-04-30,122,15
I01434,S002,P057,2026-04-30,24,40
I01435,S002,P038,2026-04-30,46,20
I01436,S002,P015,2026-04-30,123,30
I01437,S002,P049,2026-04-30,111,15
I01438,S002,P016,2026-04-30,32,5
I01439,S002,P010,2026-04-30,83,5
I01440,S002,P046,2026-04-30,137,10
I01441,S002,P039,2026-04-30,103,40
I01442,S002,P040,2026-04-30,5,20
I01443,S002,P024,2026-04-30,137,40
I01444,S002,P025,2026-04-30,135,20
I01445,S003,P005,2026-04-30,43,20
I01446,S003,P034,2026-04-30,0,10
I01447,S003,P054,2026-04-30,76,5
I01448,S003,P038,2026-04-30,132,40
I01449,S003,P035,2026-04-30,75,30
I01450,S003,P046,2026-04-30,136,20
I01451,S003,P053,2026-04-30,35,25
I01452,S003,P051,2026-04-30,125,30
I01453,S003,P042,2026-04-30,80,25
I01454,S003,P008,2026-04-30,90,25
I01455,S003,P049,2026-04-30,137,25
I01456,S003,P050,2026-04-30,53,30
I01457,S003,P014,2026-04-30,25,30
I01458,S003,P043,2026-04-30,11,10
I01459,S003,P058,2026-04-30,9,10
I01460,S003,P012,2026-04-30,36,15
I01461,S003,P039,2026-04-30,55,10
I01462,S003,P045,2026-04-30,55,25
I01463,S003,P001,2026-04-30,91,15
I01464,S003,P036,2026-04-30,32,30
I01465,S003,P029,2026-04-30,108,5
I01466,S003,P021,2026-04-30,140,15
I01467,S003,P055,2026-04-30,66,20
I01468,S003,P003,2026-04-30,41,20
I01469,S003,P009,2026-04-30,116,5
I01470,S003,P048,2026-04-30,65,30
I01471,S003,P011,2026-04-30,108,30
I01472,S003,P006,2026-04-30,36,25
I01473,S003,P017,2026-04-30,52,5
I01474,S003,P028,2026-04-30,68,30
I01475,S003,P025,2026-04-30,49,30
I01476,S003,P002,2026-04-30,95,25
I01477,S003,P037,2026-04-30,130,25
I01478,S003,P004,2026-04-30,41,20
I01479,S003,P032,2026-04-30,39,15
I01480,S003,P010,2026-04-30,111,20
I01481,S003,P047,2026-04-30,6,25
I01482,S003,P018,2026-04-30,63,5
I01483,S004,P018,2026-04-30,12,10
I01484,S004,P008,2026-04-30,81,40
I01485,S004,P035,2026-04-30,99,10
I01486,S004,P059,2026-04-30,88,40
I01487,S004,P044,2026-04-30,136,25
I01488,S004,P036,2026-04-30,103,20
I01489,S004,P027,2026-04-30,32,15
I01490,S004,P005,2026-04-30,2,30
I01491,S004,P022,2026-04-30,131,30
I01492,S004,P041,2026-04-30,39,30
I01493,S004,P006,2026-04-30,32,10
I01494,S004,P024,2026-04-30,96,25
I01495,S004,P052,2026-04-30,68,5
I01496,S004,P060,2026-04-30,94,30
I01497,S004,P010,2026-04-30,63,30
I01498,S004,P015,2026-04-30,107,30
I01499,S004,P047,2026-04-30,117,10
I01500,S004,P001,2026-04-30,112,15
I01501,S004,P007,2026-04-30,119,25
I01502,S004,P025,2026-04-30,73,15
I01503,S004,P045,2026-04-30,109,25
I01504,S004,P051,2026-04-30,58,15
I01505,S004,P042,2026-04-30,22,15
I01506,S004,P057,2026-04-30,104,40
I01507,S004,P012,2026-04-30,80,40
I01508,S004,P034,2026-04-30,23,30
I01509,S004,P020,2026-04-30,20,5
I01510,S004,P032,2026-04-30,61,5
I01511,S004,P038,2026-04-30,42,25
I01512,S004,P017,2026-04-30,14,5
I01513,S004,P055,2026-04-30,73,25
I01514,S004,P023,2026-04-30,126,40
I01515,S004,P019,2026-04-30,2,20
I01516,S004,P046,2026-04-30,130,30
I01517,S004,P056,2026-04-30,34,20
I01518,S004,P009,2026-04-30,127,25
I01519,S004,P058,2026-04-30,136,30
I01520,S004,P004,2026-04-30,31,20
I01521,S005,P001,2026-04-30,63,40
I01522,S005,P040,2026-04-30,138,40
I01523,S005,P013,2026-04-30,30,15
I01524,S005,P054,2026-04-30,76,20
I01525,S005,P048,2026-04-30,75,15
I01526,S005,P060,2026-04-30,54,5
I01527,S005,P046,2026-04-30,100,10
I01528,S005,P028,2026-04-30,78,30
I01529,S005,P045,2026-04-30,131,40
I01530,S005,P035,2026-04-30,9,20
I01531,S005,P056,2026-04-30,124,5
I01532,S005,P023,2026-04-30,91,5
I01533,S005,P016,2026-04-30,117,15
I01534,S005,P043,2026-04-30,76,15
I01535,S005,P034,2026-04-30,27,5
I01536,S005,P044,2026-04-30,89,30
I01537,S005,P039,2026-04-30,47,20
I01538,S005,P003,2026-04-30,90,5
I01539,S005,P052,2026-04-30,25,20
I01540,S005,P029,2026-04-30,125,10
I01541,S005,P011,2026-04-30,21,25
I01542,S005,P057,2026-04-30,131,10
I01543,S005,P015,2026-04-30,105,5
I01544,S005,P012,2026-04-30,124,5
I01545,S005,P005,2026-04-30,39,40
I01546,S005,P024,2026-04-30,64,10
I01547,S005,P009,2026-04-30,120,20
I01548,S005,P033,2026-04-30,95,15
I01549,S005,P049,2026-04-30,93,20
I01550,S005,P031,2026-04-30,46,25
I01551,S005,P002,2026-04-30,68,5
I01552,S005,P014,2026-04-30,112,30
I01553,S005,P050,2026-04-30,112,10
I01554,S005,P058,2026-04-30,35,15
I01555,S005,P006,2026-04-30,111,5
I01556,S005,P037,2026-04-30,91,40
I01557,S005,P004,2026-04-30,50,5
I01558,S005,P059,2026-04-30,48,15
I01559,S006,P003,2026-04-30,109,25
I01560,S006,P009,2026-04-30,2,20
I01561,S006,P026,2026-04-30,122,15
I01562,S006,P027,2026-04-30,72,20
I01563,S006,P048,2026-04-30,21,40
I01564,S006,P022,2026-04-30,109,10
I01565,S006,P060,2026-04-30,39,30
I01566,S006,P011,2026-04-30,130,10
I01567,S006,P043,2026-04-30,63,15
I01568,S006,P013,2026-04-30,29,40
I01569,S006,P031,2026-04-30,67,30
I01570,S006,P052,2026-04-30,63,30
I01571,S006,P018,2026-04-30,109,10
I01572,S006,P008,2026-04-30,121,30
I01573,S006,P057,2026-04-30,26,30
I01574,S006,P032,2026-04-30,128,25
I01575,S006,P036,2026-04-30,46,10
I01576,S006,P045,2026-04-30,38,10
I01577,S006,P059,2026-04-30,30,10
I01578,S006,P021,2026-04-30,102,5
I01579,S006,P058,2026-04-30,70,10
I01580,S006,P033,2026-04-30,37,20
I01581,S006,P025,2026-04-30,4,25
I01582,S006,P042,2026-04-30,51,5
I01583,S006,P047,2026-04-30,13,20
I01584,S006,P007,2026-04-30,104,25
I01585,S006,P002,2026-04-30,78,30
I01586,S006,P037,2026-04-30,59,10
I01587,S006,P010,2026-04-30,86,20
I01588,S006,P012,2026-04-30,122,5
I01589,S006,P017,2026-04-30,130,20
I01590,S006,P001,2026-04-30,13,15
I01591,S006,P038,2026-04-30,28,15
I01592,S006,P055,2026-04-30,93,15
I01593,S006,P044,2026-04-30,89,30
I01594,S006,P034,2026-04-30,107,10
I01595,S006,P046,2026-04-30,81,5
I01596,S006,P053,2026-04-30,46,5
I01597,S007,P001,2026-04-30,30,5
I01598,S007,P004,2026-04-30,48,10
I01599,S007,P043,2026-04-30,114,5
I01600,S007,P048,2026-04-30,19,25
I01601,S007,P021,2026-04-30,87,15
I01602,S007,P014,2026-04-30,121,40
I01603,S007,P019,2026-04-30,51,25
I01604,S007,P031,2026-04-30,39,5
I01605,S007,P018,2026-04-30,32,10
I01606,S007,P039,2026-04-30,107,25
I01607,S007,P007,2026-04-30,64,40
I01608,S007,P028,2026-04-30,88,15
I01609,S007,P012,2026-04-30,114,30
I01610,S007,P017,2026-04-30,30,20
I01611,S007,P032,2026-04-30,17,20
I01612,S007,P024,2026-04-30,107,25
I01613,S007,P022,2026-04-30,128,40
I01614,S007,P020,2026-04-30,5,10
I01615,S007,P008,2026-04-30,70,30
I01616,S007,P050,2026-04-30,33,15
I01617,S007,P060,2026-04-30,11,25
I01618,S007,P036,2026-04-30,15,40
I01619,S007,P009,2026-04-30,48,30
I01620,S007,P044,2026-04-30,101,20
I01621,S007,P045,2026-04-30,136,40
I01622,S007,P051,2026-04-30,131,5
I01623,S007,P034,2026-04-30,42,20
I01624,S007,P035,2026-04-30,130,20
I01625,S007,P016,2026-04-30,99,20
I01626,S007,P056,2026-04-30,69,10
I01627,S007,P038,2026-04-30,47,5
I01628,S007,P041,2026-04-30,40,25
I01629,S007,P054,2026-04-30,55,25
I01630,S007,P013,2026-04-30,2,40
I01631,S007,P003,2026-04-30,131,20
I01632,S007,P059,2026-04-30,128,30
I01633,S007,P005,2026-04-30,134,15
I01634,S007,P053,2026-04-30,77,40
I01635,S008,P015,2026-04-30,91,10
I01636,S008,P019,2026-04-30,71,10
I01637,S008,P046,2026-04-30,65,5
I01638,S008,P018,2026-04-30,137,30
I01639,S008,P036,2026-04-30,27,30
I01640,S008,P008,2026-04-30,97,30
I01641,S008,P011,2026-04-30,65,40
I01642,S008,P060,2026-04-30,52,40
I01643,S008,P003,2026-04-30,113,10
I01644,S008,P035,2026-04-30,83,15
I01645,S008,P016,2026-04-30,52,25
I01646,S008,P059,2026-04-30,101,10
I01647,S008,P052,2026-04-30,114,10
I01648,S008,P041,2026-04-30,111,15
I01649,S008,P010,2026-04-30,37,20
I01650,S008,P057,2026-04-30,23,20
I01651,S008,P009,2026-04-30,46,20
I01652,S008,P045,2026-04-30,47,40
I01653,S008,P004,2026-04-30,45,10
I01654,S008,P050,2026-04-30,125,30
I01655,S008,P014,2026-04-30,46,30
I01656,S008,P051,2026-04-30,72,5
I01657,S008,P055,2026-04-30,79,10
I01658,S008,P001,2026-04-30,45,40
I01659,S008,P023,2026-04-30,100,30
I01660,S008,P024,2026-04-30,48,5
I01661,S008,P021,2026-04-30,36,5
I01662,S008,P006,2026-04-30,109,10
I01663,S008,P017,2026-04-30,116,30
I01664,S008,P039,2026-04-30,103,5
I01665,S008,P005,2026-04-30,134,10
I01666,S008,P040,2026-04-30,3,25
I01667,S008,P020,2026-04-30,25,20
I01668,S008,P058,2026-04-30,98,5
I01669,S008,P054,2026-04-30,28,40
I01670,S008,P002,2026-04-30,3,40
I01671,S008,P034,2026-04-30,11,10
I01672,S008,P037,2026-04-30,63,40
I01673,S009,P006,2026-04-30,36,5
I01674,S009,P018,2026-04-30,57,5
I01675,S009,P010,2026-04-30,58,20
I01676,S009,P041,2026-04-30,98,10
I01677,S009,P039,2026-04-30,90,30
I01678,S009,P001,2026-04-30,73,10
I01679,S009,P051,2026-04-30,98,30
I01680,S009,P055,2026-04-30,28,20
I01681,S009,P054,2026-04-30,43,5
I01682,S009,P007,2026-04-30,57,5
I01683,S009,P035,2026-04-30,72,15
I01684,S009,P048,2026-04-30,19,25
I01685,S009,P022,2026-04-30,85,5
I01686,S009,P046,2026-04-30,92,5
I01687,S009,P060,2026-04-30,11,25
I01688,S009,P013,2026-04-30,38,10
I01689,S009,P009,2026-04-30,109,25
I01690,S009,P031,2026-04-30,85,25
I01691,S009,P037,2026-04-30,46,30
I01692,S009,P029,2026-04-30,108,10
I01693,S009,P011,2026-04-30,77,25
I01694,S009,P020,2026-04-30,73,15
I01695,S009,P049,2026-04-30,26,15
I01696,S009,P043,2026-04-30,127,30
I01697,S009,P058,2026-04-30,94,15
I01698,S009,P016,2026-04-30,19,40
I01699,S009,P004,2026-04-30,0,40
I01700,S009,P059,2026-04-30,38,40
I01701,S009,P008,2026-04-30,37,15
I01702,S009,P053,2026-04-30,37,20
I01703,S009,P027,2026-04-30,114,30
I01704,S009,P002,2026-04-30,122,40
I01705,S009,P034,2026-04-30,17,5
I01706,S009,P033,2026-04-30,109,30
I01707,S009,P036,2026-04-30,71,10
I01708,S009,P028,2026-04-30,23,15
I01709,S009,P017,2026-04-30,32,10
I01710,S009,P014,2026-04-30,98,15
I01711,S010,P021,2026-04-30,28,5
I01712,S010,P032,2026-04-30,89,15
I01713,S010,P028,2026-04-30,35,15
I01714,S010,P031,2026-04-30,117,10
I01715,S010,P045,2026-04-30,107,10
I01716,S010,P027,2026-04-30,53,40
I01717,S010,P039,2026-04-30,57,5
I01718,S010,P051,2026-04-30,35,5
I01719,S010,P041,2026-04-30,36,20
I01720,S010,P022,2026-04-30,6,30
I01721,S010,P009,2026-04-30,108,15
I01722,S010,P042,2026-04-30,13,30
I01723,S010,P016,2026-04-30,27,30
I01724,S010,P025,2026-04-30,18,20
I01725,S010,P055,2026-04-30,40,5
I01726,S010,P036,2026-04-30,37,15
I01727,S010,P059,2026-04-30,36,5
I01728,S010,P035,2026-04-30,62,5
I01729,S010,P043,2026-04-30,3,25
I01730,S010,P044,2026-04-30,106,10
I01731,S010,P049,2026-04-30,46,20
I01732,S010,P040,2026-04-30,35,30
I01733,S010,P015,2026-04-30,135,30
I01734,S010,P047,2026-04-30,76,20
I01735,S010,P006,2026-04-30,105,30
I01736,S010,P046,2026-04-30,86,20
I01737,S010,P034,2026-04-30,3,15
I01738,S010,P038,2026-04-30,28,10
I01739,S010,P056,2026-04-30,15,30
I01740,S010,P008,2026-04-30,8,25
I01741,S010,P012,2026-04-30,44,25
I01742,S010,P001,2026-04-30,41,5
I01743,S010,P007,2026-04-30,101,40
I01744,S010,P029,2026-04-30,108,30
I01745,S010,P030,2026-04-30,116,25
I01746,S010,P018,2026-04-30,66,25
I01747,S010,P048,2026-04-30,128,15
I01748,S010,P005,2026-04-30,58,20
I01749,S011,P060,2026-04-30,72,10
I01750,S011,P011,2026-04-30,138,5
I01751,S011,P018,2026-04-30,16,10
I01752,S011,P006,2026-04-30,2,40
I01753,S011,P034,2026-04-30,79,10
I01754,S011,P025,2026-04-30,51,30
I01755,S011,P009,2026-04-30,8,10
I01756,S011,P048,2026-04-30,68,5
I01757,S011,P014,2026-04-30,11,25
I01758,S011,P026,2026-04-30,123,5
I01759,S011,P040,2026-04-30,12,15
I01760,S011,P004,2026-04-30,23,15
I01761,S011,P015,2026-04-30,2,15
I01762,S011,P051,2026-04-30,72,20
I01763,S011,P012,2026-04-30,128,10
I01764,S011,P036,2026-04-30,80,40
I01765,S011,P039,2026-04-30,100,30
I01766,S011,P005,2026-04-30,91,10
I01767,S011,P030,2026-04-30,24,15
I01768,S011,P031,2026-04-30,104,30
I01769,S011,P021,2026-04-30,128,5
I01770,S011,P047,2026-04-30,128,40
I01771,S011,P055,2026-04-30,38,5
I01772,S011,P059,2026-04-30,97,20
I01773,S011,P049,2026-04-30,9,15
I01774,S011,P024,2026-04-30,41,10
I01775,S011,P028,2026-04-30,118,5
I01776,S011,P013,2026-04-30,23,30
I01777,S011,P058,2026-04-30,59,10
I01778,S011,P045,2026-04-30,36,40
I01779,S011,P041,2026-04-30,41,25
I01780,S011,P003,2026-04-30,132,30
I01781,S011,P046,2026-04-30,133,40
I01782,S011,P020,2026-04-30,87,20
I01783,S011,P038,2026-04-30,33,15
I01784,S011,P037,2026-04-30,74,15
I01785,S011,P001,2026-04-30,110,5
I01786,S011,P008,2026-04-30,99,10
I01787,S012,P014,2026-04-30,35,5
I01788,S012,P040,2026-04-30,124,5
I01789,S012,P039,2026-04-30,93,40
I01790,S012,P005,2026-04-30,73,20
I01791,S012,P010,2026-04-30,104,40
I01792,S012,P037,2026-04-30,33,20
I01793,S012,P041,2026-04-30,93,25
I01794,S012,P032,2026-04-30,80,15
I01795,S012,P007,2026-04-30,21,30
I01796,S012,P001,2026-04-30,105,25
I01797,S012,P056,2026-04-30,115,15
I01798,S012,P020,2026-04-30,10,25
I01799,S012,P036,2026-04-30,14,30
I01800,S012,P006,2026-04-30,62,30
I01801,S012,P053,2026-04-30,2,10
I01802,S012,P052,2026-04-30,26,15
I01803,S012,P030,2026-04-30,96,10
I01804,S012,P021,2026-04-30,102,40
I01805,S012,P011,2026-04-30,18,10
I01806,S012,P019,2026-04-30,99,40
I01807,S012,P042,2026-04-30,118,30
I01808,S012,P057,2026-04-30,23,15
I01809,S012,P018,2026-04-30,119,20
I01810,S012,P055,2026-04-30,136,40
I01811,S012,P024,2026-04-30,119,5
I01812,S012,P023,2026-04-30,21,10
I01813,S012,P047,2026-04-30,27,20
I01814,S012,P058,2026-04-30,110,10
I01815,S012,P012,2026-04-30,102,15
I01816,S012,P035,2026-04-30,16,15
I01817,S012,P025,2026-04-30,87,25
I01818,S012,P015,2026-04-30,124,10
I01819,S012,P009,2026-04-30,121,5
I01820,S012,P016,2026-04-30,71,20
I01821,S012,P028,2026-04-30,9,25
I01822,S012,P044,2026-04-30,39,20
I01823,S012,P029,2026-04-30,37,30
I01824,S012,P043,2026-04-30,54,15
I_BAD1,S404,P001,2026-04-30,12,20
I_BAD2,S001,P404,2026-04-30,4,10
